Scenario,Month,FanEnergy(kWh),HeatingEnergy(therms),CoolingEnergy(kWh),FanEnergy($),HeatingEnergy($),CoolingEnergy($),MonthlyCost($)
msp_102_2011_1VB-75-a, 04,34.35,64.84,52.36,4.51,53.82,6.88,65.21
msp_102_2011_1VB-75-a, 05,19.93,9.96,161.51,2.62,8.27,21.22,32.11
msp_102_2011_1VB-75-a, 06,37.4,1.65,383.73,4.91,1.37,50.42,56.7
msp_102_2011_1VB-75-a, 07,63.96,0.0,696.04,8.4,0.0,91.46,99.86
msp_102_2011_1VB-75-a, 08,39.84,0.14,421.55,5.23,0.11,55.39,60.74
msp_102_2011_1VB-75-a, 09,24.8,13.51,195.29,3.26,11.21,25.66,40.13
msp_102_2011_1VB-75-a, 10,23.45,51.37,1.19,3.08,42.63,0.16,45.87
msp_102_2011_1VB-75-a, 11,58.53,128.91,0.0,7.69,107.0,0.0,114.69
msp_102_2011_1VB-75-a, 12,98.91,217.85,0.0,13.0,180.82,0.0,193.81
msp_102_2011_1VB0, 01,119.75,263.74,0.0,15.74,218.9,0.0,234.64
msp_102_2011_1VB0, 02,75.39,166.04,0.0,9.91,137.81,0.0,147.72
msp_102_2011_1VB0, 03,52.51,115.6,0.18,6.9,95.95,0.02,102.87
msp_102_2011_1VB0, 04,34.9,64.06,61.58,4.59,53.17,8.09,65.85
msp_102_2011_1VB0, 05,22.86,9.72,192.3,3.0,8.07,25.27,36.34
msp_102_2011_1VB0, 06,41.98,1.58,431.01,5.52,1.31,56.64,63.46
msp_102_2011_1VB0, 07,69.37,0.0,753.36,9.12,0.0,98.99,108.11
msp_102_2011_1VB0, 08,44.49,0.18,469.06,5.85,0.15,61.63,67.63
msp_102_2011_1VB0, 09,27.61,13.59,223.48,3.63,11.28,29.36,44.28
msp_102_2011_1VB0, 10,23.59,51.04,3.95,3.1,42.37,0.52,45.98
msp_102_2011_1VB0, 11,58.83,129.56,0.0,7.73,107.54,0.0,115.27
msp_102_2011_1VB0, 12,99.86,219.94,0.0,13.12,182.55,0.0,195.67
msp_102_2011_1VB0-a, 01,117.19,258.09,0.0,15.4,214.21,0.0,229.61
msp_102_2011_1VB0-a, 02,73.41,161.68,0.0,9.65,134.2,0.0,143.84
msp_102_2011_1VB0-a, 03,50.86,111.94,0.3,6.68,92.91,0.04,99.63
msp_102_2011_1VB0-a, 04,33.9,61.61,62.69,4.45,51.13,8.24,63.83
msp_102_2011_1VB0-a, 05,23.08,9.07,197.35,3.03,7.53,25.93,36.49
msp_102_2011_1VB0-a, 06,42.53,1.44,437.14,5.59,1.19,57.44,64.22
msp_102_2011_1VB0-a, 07,69.78,0.0,757.36,9.17,0.0,99.52,108.69
msp_102_2011_1VB0-a, 08,45.18,0.13,476.06,5.94,0.11,62.55,68.6
msp_102_2011_1VB0-a, 09,27.71,12.81,227.97,3.64,10.63,29.95,44.23
msp_102_2011_1VB0-a, 10,22.63,48.73,4.75,2.97,40.45,0.62,44.05
msp_102_2011_1VB0-a, 11,57.09,125.73,0.0,7.5,104.35,0.0,111.86
