Scenario,Month,Illuminance(lux)
Clear/Clear-BBG15, 10,360.76
Clear/Clear-BBG15, 11,361.88
Clear/Clear-BBG15, 12,491.38
Clear/Clear-BBG30, 01,202.23
Clear/Clear-BBG30, 02,254.87
Clear/Clear-BBG30, 03,259.15
Clear/Clear-BBG30, 04,245.78
Clear/Clear-BBG30, 05,229.42
Clear/Clear-BBG30, 06,223.74
Clear/Clear-BBG30, 07,217.92
Clear/Clear-BBG30, 08,240.52
Clear/Clear-BBG30, 09,257.27
Clear/Clear-BBG30, 10,239.5
Clear/Clear-BBG30, 11,173.26
Clear/Clear-BBG30, 12,149.0
Clear/Clear-BBG45, 01,126.01
Clear/Clear-BBG45, 02,156.15
Clear/Clear-BBG45, 03,153.39
Clear/Clear-BBG45, 04,141.54
Clear/Clear-BBG45, 05,129.98
Clear/Clear-BBG45, 06,125.47
Clear/Clear-BBG45, 07,122.18
Clear/Clear-BBG45, 08,136.47
Clear/Clear-BBG45, 09,150.0
Clear/Clear-BBG45, 10,143.55
Clear/Clear-BBG45, 11,106.93
Clear/Clear-BBG45, 12,92.01
Clear/Clear-BBG60, 01,70.55
Clear/Clear-BBG60, 02,86.82
Clear/Clear-BBG60, 03,84.49
Clear/Clear-BBG60, 04,77.32
Clear/Clear-BBG60, 05,71.0
Clear/Clear-BBG60, 06,68.49
Clear/Clear-BBG60, 07,66.67
Clear/Clear-BBG60, 08,74.51
Clear/Clear-BBG60, 09,82.45
Clear/Clear-BBG60, 10,79.5
Clear/Clear-BBG60, 11,59.51
Clear/Clear-BBG60, 12,51.4
Clear/Clear-BBG75, 01,29.27
Clear/Clear-BBG75, 02,36.49
Clear/Clear-BBG75, 03,36.29
Clear/Clear-BBG75, 04,34.12
Clear/Clear-BBG75, 05,31.46
Clear/Clear-BBG75, 06,29.82
Clear/Clear-BBG75, 07,29.02
Clear/Clear-BBG75, 08,32.75
Clear/Clear-BBG75, 09,35.67
Clear/Clear-BBG75, 10,33.67
Clear/Clear-BBG75, 11,24.79
Clear/Clear-BBG75, 12,21.28
Clear/Clear-HTcellular, 01,637.32
Clear/Clear-HTcellular, 02,841.87
Clear/Clear-HTcellular, 03,954.44
Clear/Clear-HTcellular, 04,1062.15
Clear/Clear-HTcellular, 05,1064.57
Clear/Clear-HTcellular, 06,1087.45
Clear/Clear-HTcellular, 07,1045.91
Clear/Clear-HTcellular, 08,1052.74
Clear/Clear-HTcellular, 09,992.69
Clear/Clear-HTcellular, 10,827.3
Clear/Clear-HTcellular, 11,550.53
Clear/Clear-HTcellular, 12,456.76
Clear/Clear-LTcellular, 01,275.63
Clear/Clear-LTcellular, 02,361.34
Clear/Clear-LTcellular, 03,407.36
Clear/Clear-LTcellular, 04,454.19
Clear/Clear-LTcellular, 05,455.62
Clear/Clear-LTcellular, 06,467.03
Clear/Clear-LTcellular, 07,449.03
Clear/Clear-LTcellular, 08,450.45
Clear/Clear-LTcellular, 09,424.12
Clear/Clear-LTcellular, 10,352.71
Clear/Clear-LTcellular, 11,237.25
Clear/Clear-LTcellular, 12,198.3
Clear/Clear-VB-15, 01,1807.78
Clear/Clear-VB-15, 02,1231.17
Clear/Clear-VB-15, 03,1307.43
Clear/Clear-VB-15, 04,817.5
Clear/Clear-VB-15, 05,831.93
Clear/Clear-VB-15, 06,856.88
Clear/Clear-VB-15, 07,837.94
Clear/Clear-VB-15, 08,871.28
Clear/Clear-VB-15, 09,998.82
Clear/Clear-VB-15, 10,1351.75
Clear/Clear-VB-15, 11,1028.26
Clear/Clear-VB-15, 12,1568.43
Clear/Clear-VB-30, 01,1878.73
Clear/Clear-VB-30, 02,1722.11
Clear/Clear-VB-30, 03,2536.71
Clear/Clear-VB-30, 04,1338.07
Clear/Clear-VB-30, 05,1054.0
Clear/Clear-VB-30, 06,1100.62
Clear/Clear-VB-30, 07,1077.48
Clear/Clear-VB-30, 08,1240.64
Clear/Clear-VB-30, 09,2429.58
Clear/Clear-VB-30, 10,2358.7
Clear/Clear-VB-30, 11,1089.95
Clear/Clear-VB-30, 12,1506.92
Clear/Clear-VB-45, 01,1299.49
Clear/Clear-VB-45, 02,1590.18
Clear/Clear-VB-45, 03,3120.11
Clear/Clear-VB-45, 04,1730.21
Clear/Clear-VB-45, 05,1124.08
Clear/Clear-VB-45, 06,1219.88
Clear/Clear-VB-45, 07,1186.01
Clear/Clear-VB-45, 08,1434.95
Clear/Clear-VB-45, 09,3621.38
Clear/Clear-VB-45, 10,2550.51
Clear/Clear-VB-45, 11,813.46
Clear/Clear-VB-45, 12,992.9
Clear/Clear-VB-60, 01,618.26
Clear/Clear-VB-60, 02,907.52
Clear/Clear-VB-60, 03,2065.65
Clear/Clear-VB-60, 04,1293.59
Clear/Clear-VB-60, 05,814.44
Clear/Clear-VB-60, 06,981.52
Clear/Clear-VB-60, 07,945.1
Clear/Clear-VB-60, 08,1060.98
Clear/Clear-VB-60, 09,2612.29
Clear/Clear-VB-60, 10,1490.36
Clear/Clear-VB-60, 11,429.91
Clear/Clear-VB-60, 12,441.58
Clear/Clear-VB-75, 01,148.46
Clear/Clear-VB-75, 02,251.07
Clear/Clear-VB-75, 03,568.75
Clear/Clear-VB-75, 04,525.31
Clear/Clear-VB-75, 05,367.59
Clear/Clear-VB-75, 06,337.22
Clear/Clear-VB-75, 07,329.28
Clear/Clear-VB-75, 08,439.98
Clear/Clear-VB-75, 09,782.23
Clear/Clear-VB-75, 10,361.67
Clear/Clear-VB-75, 11,133.67
Clear/Clear-VB-75, 12,101.88
Clear/Clear-VB0, 01,1160.03
Clear/Clear-VB0, 02,654.26
Clear/Clear-VB0, 03,615.69
Clear/Clear-VB0, 04,613.03
Clear/Clear-VB0, 05,616.04
Clear/Clear-VB0, 06,628.95
Clear/Clear-VB0, 07,612.1
Clear/Clear-VB0, 08,636.52
Clear/Clear-VB0, 09,600.63
Clear/Clear-VB0, 10,557.9
Clear/Clear-VB0, 11,688.75
Clear/Clear-VB0, 12,1039.21
Clear/Clear-VB15, 01,587.83
Clear/Clear-VB15, 02,438.27
Clear/Clear-VB15, 03,443.74
Clear/Clear-VB15, 04,457.93
Clear/Clear-VB15, 05,450.62
Clear/Clear-VB15, 06,457.86
Clear/Clear-VB15, 07,444.29
Clear/Clear-VB15, 08,463.34
Clear/Clear-VB15, 09,455.76
Clear/Clear-VB15, 10,405.95
Clear/Clear-VB15, 11,402.53
Clear/Clear-VB15, 12,540.58
Clear/Clear-VB30, 01,231.15
Clear/Clear-VB30, 02,292.45
Clear/Clear-VB30, 03,310.05
Clear/Clear-VB30, 04,308.47
Clear/Clear-VB30, 05,296.86
Clear/Clear-VB30, 06,299.87
Clear/Clear-VB30, 07,290.21
Clear/Clear-VB30, 08,303.99
Clear/Clear-VB30, 09,311.09
Clear/Clear-VB30, 10,280.93
Clear/Clear-VB30, 11,198.24
Clear/Clear-VB30, 12,171.24
Clear/Clear-VB45, 01,146.96
Clear/Clear-VB45, 02,183.84
Clear/Clear-VB45, 03,191.53
Clear/Clear-VB45, 04,185.74
Clear/Clear-VB45, 05,176.04
Clear/Clear-VB45, 06,176.39
Clear/Clear-VB45, 07,170.5
Clear/Clear-VB45, 08,179.95
Clear/Clear-VB45, 09,189.53
Clear/Clear-VB45, 10,174.38
Clear/Clear-VB45, 11,125.15
Clear/Clear-VB45, 12,107.24
Clear/Clear-VB60, 01,83.37
Clear/Clear-VB60, 02,103.84
Clear/Clear-VB60, 03,106.68
Clear/Clear-VB60, 04,103.41
Clear/Clear-VB60, 05,98.3
Clear/Clear-VB60, 06,97.75
Clear/Clear-VB60, 07,94.48
Clear/Clear-VB60, 08,100.16
Clear/Clear-VB60, 09,105.61
Clear/Clear-VB60, 10,97.67
Clear/Clear-VB60, 11,70.6
Clear/Clear-VB60, 12,60.59
Clear/Clear-VB75, 01,34.59
Clear/Clear-VB75, 02,44.1
Clear/Clear-VB75, 03,46.94
Clear/Clear-VB75, 04,46.97
Clear/Clear-VB75, 05,45.26
Clear/Clear-VB75, 06,44.35
Clear/Clear-VB75, 07,42.8
Clear/Clear-VB75, 08,45.44
Clear/Clear-VB75, 09,46.76
Clear/Clear-VB75, 10,42.17
Clear/Clear-VB75, 11,29.47
Clear/Clear-VB75, 12,25.03
Clear/lowE(3), 01,2044.03
Clear/lowE(3), 02,1891.4
Clear/lowE(3), 03,3407.05
Clear/lowE(3), 04,1722.07
Clear/lowE(3), 05,948.64
Clear/lowE(3), 06,966.01
Clear/lowE(3), 07,960.39
Clear/lowE(3), 08,1380.08
Clear/lowE(3), 09,3818.8
Clear/lowE(3), 10,2787.89
Clear/lowE(3), 11,1199.85
Clear/lowE(3), 12,1692.55
Clear/lowE(3)-BBG-15, 01,1497.4
Clear/lowE(3)-BBG-15, 02,1002.85
Clear/lowE(3)-BBG-15, 03,1047.56
Clear/lowE(3)-BBG-15, 04,625.61
Clear/lowE(3)-BBG-15, 05,622.68
Clear/lowE(3)-BBG-15, 06,628.81
Clear/lowE(3)-BBG-15, 07,617.99
Clear/lowE(3)-BBG-15, 08,663.93
Clear/lowE(3)-BBG-15, 09,780.92
Clear/lowE(3)-BBG-15, 10,1081.02
Clear/lowE(3)-BBG-15, 11,848.31
Clear/lowE(3)-BBG-15, 12,1305.31
Clear/lowE(3)-BBG-30, 01,1556.61
Clear/lowE(3)-BBG-30, 02,1404.35
Clear/lowE(3)-BBG-30, 03,2045.04
Clear/lowE(3)-BBG-30, 04,1042.93
Clear/lowE(3)-BBG-30, 05,798.83
Clear/lowE(3)-BBG-30, 06,816.38
Clear/lowE(3)-BBG-30, 07,802.97
Clear/lowE(3)-BBG-30, 08,959.09
Clear/lowE(3)-BBG-30, 09,1944.0
Clear/lowE(3)-BBG-30, 10,1914.71
Clear/lowE(3)-BBG-30, 11,896.94
Clear/lowE(3)-BBG-30, 12,1255.44
Clear/lowE(3)-BBG-45, 01,1082.37
Clear/lowE(3)-BBG-45, 02,1293.24
Clear/lowE(3)-BBG-45, 03,2498.57
Clear/lowE(3)-BBG-45, 04,1308.87
Clear/lowE(3)-BBG-45, 05,797.34
Clear/lowE(3)-BBG-45, 06,847.46
Clear/lowE(3)-BBG-45, 07,828.99
Clear/lowE(3)-BBG-45, 08,1061.16
Clear/lowE(3)-BBG-45, 09,2865.95
Clear/lowE(3)-BBG-45, 10,2058.17
Clear/lowE(3)-BBG-45, 11,674.05
Clear/lowE(3)-BBG-45, 12,828.96
Clear/lowE(3)-BBG-60, 01,492.85
Clear/lowE(3)-BBG-60, 02,735.54
Clear/lowE(3)-BBG-60, 03,1627.5
Clear/lowE(3)-BBG-60, 04,915.06
Clear/lowE(3)-BBG-60, 05,483.78
Clear/lowE(3)-BBG-60, 06,540.36
Clear/lowE(3)-BBG-60, 07,527.22
Clear/lowE(3)-BBG-60, 08,701.32
Clear/lowE(3)-BBG-60, 09,2026.97
Clear/lowE(3)-BBG-60, 10,1196.59
Clear/lowE(3)-BBG-60, 11,345.67
Clear/lowE(3)-BBG-60, 12,348.3
Clear/lowE(3)-BBG-75, 01,106.5
Clear/lowE(3)-BBG-75, 02,167.97
Clear/lowE(3)-BBG-75, 03,384.77
Clear/lowE(3)-BBG-75, 04,310.15
Clear/lowE(3)-BBG-75, 05,167.12
Clear/lowE(3)-BBG-75, 06,138.77
Clear/lowE(3)-BBG-75, 07,139.62
Clear/lowE(3)-BBG-75, 08,236.72
Clear/lowE(3)-BBG-75, 09,530.43
Clear/lowE(3)-BBG-75, 10,233.07
Clear/lowE(3)-BBG-75, 11,95.12
Clear/lowE(3)-BBG-75, 12,73.22
Clear/lowE(3)-BBG0, 01,958.73
Clear/lowE(3)-BBG0, 02,516.9
Clear/lowE(3)-BBG0, 03,465.17
Clear/lowE(3)-BBG0, 04,446.54
Clear/lowE(3)-BBG0, 05,434.66
Clear/lowE(3)-BBG0, 06,433.16
Clear/lowE(3)-BBG0, 07,424.38
Clear/lowE(3)-BBG0, 08,460.61
Clear/lowE(3)-BBG0, 09,455.82
Clear/lowE(3)-BBG0, 10,433.3
Clear/lowE(3)-BBG0, 11,565.78
Clear/lowE(3)-BBG0, 12,867.42
Clear/lowE(3)-BBG15, 01,449.01
Clear/lowE(3)-BBG15, 02,328.98
Clear/lowE(3)-BBG15, 03,322.11
Clear/lowE(3)-BBG15, 04,313.61
Clear/lowE(3)-BBG15, 05,298.42
Clear/lowE(3)-BBG15, 06,294.13
Clear/lowE(3)-BBG15, 07,287.51
Clear/lowE(3)-BBG15, 08,315.39
Clear/lowE(3)-BBG15, 09,326.37
Clear/lowE(3)-BBG15, 10,301.18
Clear/lowE(3)-BBG15, 11,308.44
Clear/lowE(3)-BBG15, 12,422.78
Clear/lowE(3)-BBG30, 01,169.55
Clear/lowE(3)-BBG30, 02,211.33
Clear/lowE(3)-BBG30, 03,210.59
Clear/lowE(3)-BBG30, 04,196.9
Clear/lowE(3)-BBG30, 05,182.92
Clear/lowE(3)-BBG30, 06,177.91
Clear/lowE(3)-BBG30, 07,173.57
Clear/lowE(3)-BBG30, 08,192.93
Clear/lowE(3)-BBG30, 09,208.0
Clear/lowE(3)-BBG30, 10,196.69
Clear/lowE(3)-BBG30, 11,144.76
Clear/lowE(3)-BBG30, 12,125.41
Clear/lowE(3)-BBG45, 01,104.53
Clear/lowE(3)-BBG45, 02,128.01
Clear/lowE(3)-BBG45, 03,123.13
Clear/lowE(3)-BBG45, 04,111.89
Clear/lowE(3)-BBG45, 05,102.19
Clear/lowE(3)-BBG45, 06,98.33
Clear/lowE(3)-BBG45, 07,95.91
Clear/lowE(3)-BBG45, 08,107.91
Clear/lowE(3)-BBG45, 09,119.72
Clear/lowE(3)-BBG45, 10,116.43
Clear/lowE(3)-BBG45, 11,88.38
Clear/lowE(3)-BBG45, 12,76.62
Clear/lowE(3)-BBG60, 01,492.85
Clear/lowE(3)-BBG60, 02,735.54
Clear/lowE(3)-BBG60, 03,1627.5
Clear/lowE(3)-BBG60, 04,915.06
Clear/lowE(3)-BBG60, 05,483.78
Clear/lowE(3)-BBG60, 06,540.36
Clear/lowE(3)-BBG60, 07,527.22
Clear/lowE(3)-BBG60, 08,701.32
Clear/lowE(3)-BBG60, 09,2026.97
Clear/lowE(3)-BBG60, 10,1196.59
Clear/lowE(3)-BBG60, 11,345.67
Clear/lowE(3)-BBG60, 12,348.3
Clear/lowE(3)-BBG75, 01,23.88
Clear/lowE(3)-BBG75, 02,29.46
Clear/lowE(3)-BBG75, 03,28.76
Clear/lowE(3)-BBG75, 04,26.73
Clear/lowE(3)-BBG75, 05,24.57
Clear/lowE(3)-BBG75, 06,23.25
Clear/lowE(3)-BBG75, 07,22.66
Clear/lowE(3)-BBG75, 08,25.68
Clear/lowE(3)-BBG75, 09,28.14
Clear/lowE(3)-BBG75, 10,26.91
Clear/lowE(3)-BBG75, 11,20.16
Clear/lowE(3)-BBG75, 12,17.43
Clear/lowE(3)-HTcellular, 01,527.19
Clear/lowE(3)-HTcellular, 02,696.43
Clear/lowE(3)-HTcellular, 03,789.64
Clear/lowE(3)-HTcellular, 04,878.89
Clear/lowE(3)-HTcellular, 05,880.96
Clear/lowE(3)-HTcellular, 06,899.96
Clear/lowE(3)-HTcellular, 07,865.58
Clear/lowE(3)-HTcellular, 08,871.16
Clear/lowE(3)-HTcellular, 09,821.35
Clear/lowE(3)-HTcellular, 10,684.43
Clear/lowE(3)-HTcellular, 11,455.42
Clear/lowE(3)-HTcellular, 12,377.83
Clear/lowE(3)-LTcellular, 01,222.69
Clear/lowE(3)-LTcellular, 02,291.91
Clear/lowE(3)-LTcellular, 03,329.08
Clear/lowE(3)-LTcellular, 04,366.91
Clear/lowE(3)-LTcellular, 05,368.09
Clear/lowE(3)-LTcellular, 06,377.34
Clear/lowE(3)-LTcellular, 07,362.79
Clear/lowE(3)-LTcellular, 08,363.91
Clear/lowE(3)-LTcellular, 09,342.62
Clear/lowE(3)-LTcellular, 10,284.94
Clear/lowE(3)-LTcellular, 11,191.69
Clear/lowE(3)-LTcellular, 12,160.21
Clear/lowE(3)-VB-15, 01,1550.4
Clear/lowE(3)-VB-15, 02,1045.37
Clear/lowE(3)-VB-15, 03,1106.55
Clear/lowE(3)-VB-15, 04,691.12
Clear/lowE(3)-VB-15, 05,704.37
Clear/lowE(3)-VB-15, 06,725.99
Clear/lowE(3)-VB-15, 07,710.07
Clear/lowE(3)-VB-15, 08,737.89
Clear/lowE(3)-VB-15, 09,844.49
Clear/lowE(3)-VB-15, 10,1145.52
Clear/lowE(3)-VB-15, 11,880.05
Clear/lowE(3)-VB-15, 12,1350.04
Clear/lowE(3)-VB-30, 01,1608.65
Clear/lowE(3)-VB-30, 02,1461.22
Clear/lowE(3)-VB-30, 03,2143.83
Clear/lowE(3)-VB-30, 04,1129.75
Clear/lowE(3)-VB-30, 05,893.77
Clear/lowE(3)-VB-30, 06,933.73
Clear/lowE(3)-VB-30, 07,914.1
Clear/lowE(3)-VB-30, 08,1050.14
Clear/lowE(3)-VB-30, 09,2046.13
Clear/lowE(3)-VB-30, 10,1997.44
Clear/lowE(3)-VB-30, 11,930.76
Clear/lowE(3)-VB-30, 12,1294.62
Clear/lowE(3)-VB-45, 01,1108.14
Clear/lowE(3)-VB-45, 02,1345.0
Clear/lowE(3)-VB-45, 03,2625.5
Clear/lowE(3)-VB-45, 04,1451.06
Clear/lowE(3)-VB-45, 05,948.14
Clear/lowE(3)-VB-45, 06,1030.67
Clear/lowE(3)-VB-45, 07,1001.85
Clear/lowE(3)-VB-45, 08,1206.52
Clear/lowE(3)-VB-45, 09,3036.0
Clear/lowE(3)-VB-45, 10,2153.87
Clear/lowE(3)-VB-45, 11,690.91
Clear/lowE(3)-VB-45, 12,849.49
Clear/lowE(3)-VB-60, 01,521.39
Clear/lowE(3)-VB-60, 02,760.76
Clear/lowE(3)-VB-60, 03,1725.21
Clear/lowE(3)-VB-60, 04,1065.79
Clear/lowE(3)-VB-60, 05,666.88
Clear/lowE(3)-VB-60, 06,810.1
Clear/lowE(3)-VB-60, 07,779.85
Clear/lowE(3)-VB-60, 08,872.74
Clear/lowE(3)-VB-60, 09,2175.09
Clear/lowE(3)-VB-60, 10,1250.31
Clear/lowE(3)-VB-60, 11,360.32
Clear/lowE(3)-VB-60, 12,373.33
Clear/lowE(3)-VB-75, 01,121.42
Clear/lowE(3)-VB-75, 02,206.13
Clear/lowE(3)-VB-75, 03,467.54
Clear/lowE(3)-VB-75, 04,410.41
Clear/lowE(3)-VB-75, 05,268.92
Clear/lowE(3)-VB-75, 06,243.4
Clear/lowE(3)-VB-75, 07,239.32
Clear/lowE(3)-VB-75, 08,336.51
Clear/lowE(3)-VB-75, 09,639.86
Clear/lowE(3)-VB-75, 10,298.02
Clear/lowE(3)-VB-75, 11,109.26
Clear/lowE(3)-VB-75, 12,83.3
Clear/lowE(3)-VB0, 01,992.64
Clear/lowE(3)-VB0, 02,551.59
Clear/lowE(3)-VB0, 03,515.38
Clear/lowE(3)-VB0, 04,513.55
Clear/lowE(3)-VB0, 05,516.97
Clear/lowE(3)-VB0, 06,528.3
Clear/lowE(3)-VB0, 07,514.3
Clear/lowE(3)-VB0, 08,534.51
Clear/lowE(3)-VB0, 09,503.04
Clear/lowE(3)-VB0, 10,468.36
Clear/lowE(3)-VB0, 11,587.37
Clear/lowE(3)-VB0, 12,893.11
Clear/lowE(3)-VB15, 01,496.19
Clear/lowE(3)-VB15, 02,362.38
Clear/lowE(3)-VB15, 03,364.98
Clear/lowE(3)-VB15, 04,377.32
Clear/lowE(3)-VB15, 05,371.96
Clear/lowE(3)-VB15, 06,378.06
Clear/lowE(3)-VB15, 07,367.0
Clear/lowE(3)-VB15, 08,382.83
Clear/lowE(3)-VB15, 09,375.56
Clear/lowE(3)-VB15, 10,334.56
Clear/lowE(3)-VB15, 11,337.77
Clear/lowE(3)-VB15, 12,459.67
Clear/lowE(3)-VB30, 01,187.65
Clear/lowE(3)-VB30, 02,236.97
Clear/lowE(3)-VB30, 03,250.28
Clear/lowE(3)-VB30, 04,249.15
Clear/lowE(3)-VB30, 05,239.99
Clear/lowE(3)-VB30, 06,242.41
Clear/lowE(3)-VB30, 07,234.68
Clear/lowE(3)-VB30, 08,246.08
Clear/lowE(3)-VB30, 09,251.35
Clear/lowE(3)-VB30, 10,227.06
Clear/lowE(3)-VB30, 11,160.95
Clear/lowE(3)-VB30, 12,139.3
Clear/lowE(3)-VB45, 01,117.11
Clear/lowE(3)-VB45, 02,146.08
Clear/lowE(3)-VB45, 03,151.32
Clear/lowE(3)-VB45, 04,146.22
Clear/lowE(3)-VB45, 05,138.2
Clear/lowE(3)-VB45, 06,138.36
Clear/lowE(3)-VB45, 07,133.82
Clear/lowE(3)-VB45, 08,141.72
Clear/lowE(3)-VB45, 09,149.59
Clear/lowE(3)-VB45, 10,138.13
Clear/lowE(3)-VB45, 11,99.7
Clear/lowE(3)-VB45, 12,85.54
Clear/lowE(3)-VB60, 01,65.06
Clear/lowE(3)-VB60, 02,80.77
Clear/lowE(3)-VB60, 03,82.45
Clear/lowE(3)-VB60, 04,79.39
Clear/lowE(3)-VB60, 05,74.98
Clear/lowE(3)-VB60, 06,74.43
Clear/lowE(3)-VB60, 07,72.01
Clear/lowE(3)-VB60, 08,76.82
Clear/lowE(3)-VB60, 09,81.45
Clear/lowE(3)-VB60, 10,75.8
Clear/lowE(3)-VB60, 11,55.03
Clear/lowE(3)-VB60, 12,47.29
Clear/lowE(3)-VB75, 01,26.39
Clear/lowE(3)-VB75, 02,33.53
Clear/lowE(3)-VB75, 03,35.39
Clear/lowE(3)-VB75, 04,35.09
Clear/lowE(3)-VB75, 05,33.56
Clear/lowE(3)-VB75, 06,32.79
Clear/lowE(3)-VB75, 07,31.68
Clear/lowE(3)-VB75, 08,33.9
Clear/lowE(3)-VB75, 09,35.13
Clear/lowE(3)-VB75, 10,31.96
Clear/lowE(3)-VB75, 11,22.46
Clear/lowE(3)-VB75, 12,19.11
Clear/lowE(3)-argon, 01,2044.03
Clear/lowE(3)-argon, 02,1891.4
Clear/lowE(3)-argon, 03,3407.05
Clear/lowE(3)-argon, 04,1722.07
Clear/lowE(3)-argon, 05,948.64
Clear/lowE(3)-argon, 06,966.01
Clear/lowE(3)-argon, 07,960.39
Clear/lowE(3)-argon, 08,1380.08
Clear/lowE(3)-argon, 09,3818.8
Clear/lowE(3)-argon, 10,2787.89
Clear/lowE(3)-argon, 11,1199.85
Clear/lowE(3)-argon, 12,1692.55
Clear/lowE(3)-argon-BBG-15, 01,1497.4
Clear/lowE(3)-argon-BBG-15, 02,1002.85
Clear/lowE(3)-argon-BBG-15, 03,1047.56
Clear/lowE(3)-argon-BBG-15, 04,625.61
Clear/lowE(3)-argon-BBG-15, 05,622.68
Clear/lowE(3)-argon-BBG-15, 06,628.81
Clear/lowE(3)-argon-BBG-15, 07,617.99
Clear/lowE(3)-argon-BBG-15, 08,663.93
Clear/lowE(3)-argon-BBG-15, 09,780.92
Clear/lowE(3)-argon-BBG-15, 10,1081.02
Clear/lowE(3)-argon-BBG-15, 11,848.31
Clear/lowE(3)-argon-BBG-15, 12,1305.31
Clear/lowE(3)-argon-BBG-30, 01,1556.61
Clear/lowE(3)-argon-BBG-30, 02,1404.35
Clear/lowE(3)-argon-BBG-30, 03,2045.04
Clear/lowE(3)-argon-BBG-30, 04,1042.93
Clear/lowE(3)-argon-BBG-30, 05,798.83
Clear/lowE(3)-argon-BBG-30, 06,816.38
Clear/lowE(3)-argon-BBG-30, 07,802.97
Clear/lowE(3)-argon-BBG-30, 08,959.09
Clear/lowE(3)-argon-BBG-30, 09,1944.0
Clear/lowE(3)-argon-BBG-30, 10,1914.71
Clear/lowE(3)-argon-BBG-30, 11,896.94
Clear/lowE(3)-argon-BBG-30, 12,1255.44
Clear/lowE(3)-argon-BBG-45, 01,1082.37
Clear/lowE(3)-argon-BBG-45, 02,1293.24
Clear/lowE(3)-argon-BBG-45, 03,2498.57
