Scenario,Month,Illuminance(lux)
hou_102_102_1VB-75, 02,636.92
hou_102_102_1VB-75, 03,318.45
hou_102_102_1VB-75, 04,291.51
hou_102_102_1VB-75, 05,218.56
hou_102_102_1VB-75, 06,207.39
hou_102_102_1VB-75, 07,228.91
hou_102_102_1VB-75, 08,283.2
hou_102_102_1VB-75, 09,364.27
hou_102_102_1VB-75, 10,793.97
hou_102_102_1VB-75, 11,565.06
hou_102_102_1VB-75, 12,301.73
hou_102_102_1VB0, 01,539.01
hou_102_102_1VB0, 02,521.93
hou_102_102_1VB0, 03,537.54
hou_102_102_1VB0, 04,525.13
hou_102_102_1VB0, 05,463.26
hou_102_102_1VB0, 06,470.71
hou_102_102_1VB0, 07,516.78
hou_102_102_1VB0, 08,533.64
hou_102_102_1VB0, 09,612.52
hou_102_102_1VB0, 10,609.93
hou_102_102_1VB0, 11,560.29
hou_102_102_1VB0, 12,531.4
hou_102_102_1VB15, 01,371.66
hou_102_102_1VB15, 02,380.68
hou_102_102_1VB15, 03,411.16
hou_102_102_1VB15, 04,377.45
hou_102_102_1VB15, 05,330.71
hou_102_102_1VB15, 06,333.54
hou_102_102_1VB15, 07,365.03
hou_102_102_1VB15, 08,383.54
hou_102_102_1VB15, 09,452.66
hou_102_102_1VB15, 10,470.02
hou_102_102_1VB15, 11,424.69
hou_102_102_1VB15, 12,370.56
hou_102_102_1VB30, 01,255.68
hou_102_102_1VB30, 02,257.86
hou_102_102_1VB30, 03,285.18
hou_102_102_1VB30, 04,245.49
hou_102_102_1VB30, 05,211.92
hou_102_102_1VB30, 06,212.13
hou_102_102_1VB30, 07,231.35
hou_102_102_1VB30, 08,247.68
hou_102_102_1VB30, 09,302.62
hou_102_102_1VB30, 10,326.63
hou_102_102_1VB30, 11,294.83
hou_102_102_1VB30, 12,257.36
hou_102_102_1VB45, 01,156.86
hou_102_102_1VB45, 02,157.03
hou_102_102_1VB45, 03,175.12
hou_102_102_1VB45, 04,144.52
hou_102_102_1VB45, 05,122.29
hou_102_102_1VB45, 06,121.96
hou_102_102_1VB45, 07,132.51
hou_102_102_1VB45, 08,143.92
hou_102_102_1VB45, 09,181.18
hou_102_102_1VB45, 10,201.92
hou_102_102_1VB45, 11,182.43
hou_102_102_1VB45, 12,159.58
hou_102_102_1VB60, 01,87.92
hou_102_102_1VB60, 02,87.64
hou_102_102_1VB60, 03,97.21
hou_102_102_1VB60, 04,79.81
hou_102_102_1VB60, 05,66.83
hou_102_102_1VB60, 06,67.59
hou_102_102_1VB60, 07,72.97
hou_102_102_1VB60, 08,79.22
hou_102_102_1VB60, 09,100.48
hou_102_102_1VB60, 10,113.39
hou_102_102_1VB60, 11,102.64
hou_102_102_1VB60, 12,89.72
hou_102_102_1VB75, 01,38.28
hou_102_102_1VB75, 02,38.44
hou_102_102_1VB75, 03,43.68
hou_102_102_1VB75, 04,35.87
hou_102_102_1VB75, 05,28.52
hou_102_102_1VB75, 06,29.08
hou_102_102_1VB75, 07,31.19
hou_102_102_1VB75, 08,34.98
hou_102_102_1VB75, 09,45.69
hou_102_102_1VB75, 10,50.23
hou_102_102_1VB75, 11,44.5
hou_102_102_1VB75, 12,38.63
hou_102_102_base, 01,3732.83
hou_102_102_base, 02,4303.78
hou_102_102_base, 03,1074.31
hou_102_102_base, 04,1092.77
hou_102_102_base, 05,934.98
hou_102_102_base, 06,961.44
hou_102_102_base, 07,1088.96
hou_102_102_base, 08,1029.96
hou_102_102_base, 09,1155.54
hou_102_102_base, 10,4257.25
hou_102_102_base, 11,4449.8
hou_102_102_base, 12,3202.57
hou_102_102_cellularHT, 01,759.58
hou_102_102_cellularHT, 02,797.65
hou_102_102_cellularHT, 03,942.62
hou_102_102_cellularHT, 04,859.36
hou_102_102_cellularHT, 05,749.2
hou_102_102_cellularHT, 06,707.18
hou_102_102_cellularHT, 07,777.37
hou_102_102_cellularHT, 08,886.66
hou_102_102_cellularHT, 09,1058.16
hou_102_102_cellularHT, 10,1049.16
hou_102_102_cellularHT, 11,882.92
hou_102_102_cellularHT, 12,753.62
hou_102_102_cellularLT, 01,323.22
hou_102_102_cellularLT, 02,340.63
hou_102_102_cellularLT, 03,403.29
hou_102_102_cellularLT, 04,368.54
hou_102_102_cellularLT, 05,324.21
hou_102_102_cellularLT, 06,305.86
hou_102_102_cellularLT, 07,336.31
hou_102_102_cellularLT, 08,382.14
hou_102_102_cellularLT, 09,452.76
hou_102_102_cellularLT, 10,448.4
hou_102_102_cellularLT, 11,375.8
hou_102_102_cellularLT, 12,321.33
hou_102_BBG-VB-15_102, 01,1424.37
hou_102_BBG-VB-15_102, 02,933.71
hou_102_BBG-VB-15_102, 03,675.47
hou_102_BBG-VB-15_102, 04,670.46
hou_102_BBG-VB-15_102, 05,556.38
hou_102_BBG-VB-15_102, 06,575.16
hou_102_BBG-VB-15_102, 07,638.54
hou_102_BBG-VB-15_102, 08,643.18
hou_102_BBG-VB-15_102, 09,761.52
hou_102_BBG-VB-15_102, 10,823.37
hou_102_BBG-VB-15_102, 11,1214.04
hou_102_BBG-VB-15_102, 12,1350.53
hou_102_BBG-VB-30_102, 01,2593.04
hou_102_BBG-VB-30_102, 02,2323.75
hou_102_BBG-VB-30_102, 03,869.1
hou_102_BBG-VB-30_102, 04,891.99
hou_102_BBG-VB-30_102, 05,741.66
hou_102_BBG-VB-30_102, 06,745.82
hou_102_BBG-VB-30_102, 07,838.64
hou_102_BBG-VB-30_102, 08,847.5
hou_102_BBG-VB-30_102, 09,982.76
hou_102_BBG-VB-30_102, 10,2076.15
hou_102_BBG-VB-30_102, 11,2672.42
hou_102_BBG-VB-30_102, 12,2298.02
hou_102_BBG-VB-45_102, 01,2763.39
hou_102_BBG-VB-45_102, 02,3263.69
hou_102_BBG-VB-45_102, 03,833.61
hou_102_BBG-VB-45_102, 04,918.35
hou_102_BBG-VB-45_102, 05,794.99
hou_102_BBG-VB-45_102, 06,776.92
hou_102_BBG-VB-45_102, 07,877.31
hou_102_BBG-VB-45_102, 08,892.7
hou_102_BBG-VB-45_102, 09,976.14
hou_102_BBG-VB-45_102, 10,3192.77
hou_102_BBG-VB-45_102, 11,3385.35
hou_102_BBG-VB-45_102, 12,2334.95
hou_102_BBG-VB-60_102, 01,1583.19
hou_102_BBG-VB-60_102, 02,2197.89
hou_102_BBG-VB-60_102, 03,503.41
hou_102_BBG-VB-60_102, 04,579.13
hou_102_BBG-VB-60_102, 05,705.25
hou_102_BBG-VB-60_102, 06,654.55
hou_102_BBG-VB-60_102, 07,729.79
hou_102_BBG-VB-60_102, 08,671.41
hou_102_BBG-VB-60_102, 09,579.09
hou_102_BBG-VB-60_102, 10,2336.32
hou_102_BBG-VB-60_102, 11,2138.85
hou_102_BBG-VB-60_102, 12,1323.77
hou_102_BBG-VB-75_102, 01,273.46
hou_102_BBG-VB-75_102, 02,529.11
hou_102_BBG-VB-75_102, 03,237.67
hou_102_BBG-VB-75_102, 04,161.97
hou_102_BBG-VB-75_102, 05,119.07
hou_102_BBG-VB-75_102, 06,117.04
hou_102_BBG-VB-75_102, 07,132.76
hou_102_BBG-VB-75_102, 08,147.61
hou_102_BBG-VB-75_102, 09,214.26
hou_102_BBG-VB-75_102, 10,669.31
hou_102_BBG-VB-75_102, 11,457.36
hou_102_BBG-VB-75_102, 12,227.54
hou_102_BBG-VB0_102, 01,488.31
hou_102_BBG-VB0_102, 02,479.83
hou_102_BBG-VB0_102, 03,484.53
hou_102_BBG-VB0_102, 04,449.8
hou_102_BBG-VB0_102, 05,369.94
hou_102_BBG-VB0_102, 06,387.72
hou_102_BBG-VB0_102, 07,426.15
hou_102_BBG-VB0_102, 08,435.62
hou_102_BBG-VB0_102, 09,531.65
hou_102_BBG-VB0_102, 10,560.42
hou_102_BBG-VB0_102, 11,518.73
hou_102_BBG-VB0_102, 12,481.85
hou_102_BBG-VB15_102, 01,335.66
hou_102_BBG-VB15_102, 02,339.82
hou_102_BBG-VB15_102, 03,350.05
hou_102_BBG-VB15_102, 04,305.51
hou_102_BBG-VB15_102, 05,246.44
hou_102_BBG-VB15_102, 06,257.41
hou_102_BBG-VB15_102, 07,282.06
hou_102_BBG-VB15_102, 08,294.18
hou_102_BBG-VB15_102, 09,372.09
hou_102_BBG-VB15_102, 10,414.6
hou_102_BBG-VB15_102, 11,381.99
hou_102_BBG-VB15_102, 12,334.49
hou_102_BBG-VB30_102, 01,223.93
hou_102_BBG-VB30_102, 02,220.69
hou_102_BBG-VB30_102, 03,227.58
hou_102_BBG-VB30_102, 04,186.97
hou_102_BBG-VB30_102, 05,146.68
hou_102_BBG-VB30_102, 06,151.78
hou_102_BBG-VB30_102, 07,165.99
hou_102_BBG-VB30_102, 08,177.86
hou_102_BBG-VB30_102, 09,234.58
hou_102_BBG-VB30_102, 10,275.39
hou_102_BBG-VB30_102, 11,255.64
hou_102_BBG-VB30_102, 12,225.53
hou_102_BBG-VB45_102, 01,133.36
hou_102_BBG-VB45_102, 02,129.45
hou_102_BBG-VB45_102, 03,132.6
hou_102_BBG-VB45_102, 04,105.11
hou_102_BBG-VB45_102, 05,81.02
hou_102_BBG-VB45_102, 06,83.08
hou_102_BBG-VB45_102, 07,90.77
hou_102_BBG-VB45_102, 08,98.75
hou_102_BBG-VB45_102, 09,133.83
hou_102_BBG-VB45_102, 10,163.42
hou_102_BBG-VB45_102, 11,153.18
hou_102_BBG-VB45_102, 12,135.92
hou_102_BBG-VB60_102, 01,73.63
hou_102_BBG-VB60_102, 02,71.26
hou_102_BBG-VB60_102, 03,72.4
hou_102_BBG-VB60_102, 04,57.24
hou_102_BBG-VB60_102, 05,44.53
hou_102_BBG-VB60_102, 06,46.1
hou_102_BBG-VB60_102, 07,50.1
hou_102_BBG-VB60_102, 08,54.05
hou_102_BBG-VB60_102, 09,72.89
hou_102_BBG-VB60_102, 10,90.22
hou_102_BBG-VB60_102, 11,84.95
hou_102_BBG-VB60_102, 12,75.24
hou_102_BBG-VB75_102, 01,31.32
hou_102_BBG-VB75_102, 02,30.54
hou_102_BBG-VB75_102, 03,31.87
hou_102_BBG-VB75_102, 04,24.83
hou_102_BBG-VB75_102, 05,18.49
hou_102_BBG-VB75_102, 06,19.31
hou_102_BBG-VB75_102, 07,20.87
hou_102_BBG-VB75_102, 08,23.02
hou_102_BBG-VB75_102, 09,32.06
hou_102_BBG-VB75_102, 10,39.09
hou_102_BBG-VB75_102, 11,36.07
hou_102_BBG-VB75_102, 12,31.84
hou_2154_102_1VB-15, 01,1147.21
hou_2154_102_1VB-15, 02,768.92
hou_2154_102_1VB-15, 03,550.98
hou_2154_102_1VB-15, 04,568.0
hou_2154_102_1VB-15, 05,500.1
hou_2154_102_1VB-15, 06,506.34
hou_2154_102_1VB-15, 07,561.47
hou_2154_102_1VB-15, 08,566.72
hou_2154_102_1VB-15, 09,637.28
hou_2154_102_1VB-15, 10,665.47
hou_2154_102_1VB-15, 11,992.86
hou_2154_102_1VB-15, 12,1082.01
hou_2154_102_1VB-30, 01,2059.72
hou_2154_102_1VB-30, 02,1836.49
hou_2154_102_1VB-30, 03,695.07
hou_2154_102_1VB-30, 04,743.3
hou_2154_102_1VB-30, 05,661.96
hou_2154_102_1VB-30, 06,652.67
hou_2154_102_1VB-30, 07,732.28
hou_2154_102_1VB-30, 08,738.22
hou_2154_102_1VB-30, 09,807.64
hou_2154_102_1VB-30, 10,1643.24
hou_2154_102_1VB-30, 11,2114.24
hou_2154_102_1VB-30, 12,1826.77
hou_2154_102_1VB-45, 01,2198.42
hou_2154_102_1VB-45, 02,2588.83
hou_2154_102_1VB-45, 03,679.84
hou_2154_102_1VB-45, 04,797.93
hou_2154_102_1VB-45, 05,770.16
hou_2154_102_1VB-45, 06,732.74
hou_2154_102_1VB-45, 07,823.61
hou_2154_102_1VB-45, 08,830.95
hou_2154_102_1VB-45, 09,834.09
hou_2154_102_1VB-45, 10,2539.47
hou_2154_102_1VB-45, 11,2687.35
hou_2154_102_1VB-45, 12,1860.74
hou_2154_102_1VB-60, 01,1251.72
hou_2154_102_1VB-60, 02,1751.61
hou_2154_102_1VB-60, 03,435.73
hou_2154_102_1VB-60, 04,589.35
hou_2154_102_1VB-60, 05,879.67
hou_2154_102_1VB-60, 06,788.42
hou_2154_102_1VB-60, 07,871.76
hou_2154_102_1VB-60, 08,786.45
hou_2154_102_1VB-60, 09,557.23
hou_2154_102_1VB-60, 10,1876.13
hou_2154_102_1VB-60, 11,1690.34
hou_2154_102_1VB-60, 12,1043.43
hou_2154_102_1VB-75, 01,270.03
hou_2154_102_1VB-75, 02,476.0
hou_2154_102_1VB-75, 03,233.79
hou_2154_102_1VB-75, 04,211.66
hou_2154_102_1VB-75, 05,162.55
hou_2154_102_1VB-75, 06,154.22
hou_2154_102_1VB-75, 07,170.17
hou_2154_102_1VB-75, 08,206.81
hou_2154_102_1VB-75, 09,264.25
hou_2154_102_1VB-75, 10,591.81
hou_2154_102_1VB-75, 11,423.36
hou_2154_102_1VB-75, 12,226.68
hou_2154_102_1VB0, 01,409.62
hou_2154_102_1VB0, 02,396.49
hou_2154_102_1VB0, 03,407.74
hou_2154_102_1VB0, 04,399.32
hou_2154_102_1VB0, 05,352.55
hou_2154_102_1VB0, 06,358.64
hou_2154_102_1VB0, 07,393.79
hou_2154_102_1VB0, 08,405.83
hou_2154_102_1VB0, 09,465.08
hou_2154_102_1VB0, 10,462.61
hou_2154_102_1VB0, 11,425.77
hou_2154_102_1VB0, 12,404.0
hou_2154_102_1VB15, 01,280.58
hou_2154_102_1VB15, 02,287.25
hou_2154_102_1VB15, 03,309.61
hou_2154_102_1VB15, 04,284.81
hou_2154_102_1VB15, 05,249.59
hou_2154_102_1VB15, 06,252.0
hou_2154_102_1VB15, 07,275.86
hou_2154_102_1VB15, 08,289.36
hou_2154_102_1VB15, 09,341.14
hou_2154_102_1VB15, 10,353.95
hou_2154_102_1VB15, 11,320.42
hou_2154_102_1VB15, 12,279.78
hou_2154_102_1VB30, 01,191.53
hou_2154_102_1VB30, 02,192.97
hou_2154_102_1VB30, 03,212.96
hou_2154_102_1VB30, 04,183.45
hou_2154_102_1VB30, 05,158.24
hou_2154_102_1VB30, 06,158.46
hou_2154_102_1VB30, 07,172.91
hou_2154_102_1VB30, 08,184.99
hou_2154_102_1VB30, 09,226.01
hou_2154_102_1VB30, 10,243.93
hou_2154_102_1VB30, 11,220.61
hou_2154_102_1VB30, 12,192.78
hou_2154_102_1VB45, 01,116.4
hou_2154_102_1VB45, 02,116.37
hou_2154_102_1VB45, 03,129.48
hou_2154_102_1VB45, 04,106.71
hou_2154_102_1VB45, 05,90.08
hou_2154_102_1VB45, 06,89.81
hou_2154_102_1VB45, 07,97.69
hou_2154_102_1VB45, 08,106.11
hou_2154_102_1VB45, 09,133.8
hou_2154_102_1VB45, 10,149.36
hou_2154_102_1VB45, 11,135.27
hou_2154_102_1VB45, 12,118.48
hou_2154_102_1VB60, 01,64.73
hou_2154_102_1VB60, 02,64.46
hou_2154_102_1VB60, 03,71.36
hou_2154_102_1VB60, 04,58.46
hou_2154_102_1VB60, 05,48.78
hou_2154_102_1VB60, 06,49.33
hou_2154_102_1VB60, 07,53.33
hou_2154_102_1VB60, 08,57.91
hou_2154_102_1VB60, 09,73.62
hou_2154_102_1VB60, 10,83.29
hou_2154_102_1VB60, 11,75.57
hou_2154_102_1VB60, 12,66.12
hou_2154_102_1VB75, 01,28.01
hou_2154_102_1VB75, 02,28.1
hou_2154_102_1VB75, 03,31.89
hou_2154_102_1VB75, 04,26.16
hou_2154_102_1VB75, 05,20.75
hou_2154_102_1VB75, 06,21.15
hou_2154_102_1VB75, 07,22.71
hou_2154_102_1VB75, 08,25.47
hou_2154_102_1VB75, 09,33.33
hou_2154_102_1VB75, 10,36.69
hou_2154_102_1VB75, 11,32.56
hou_2154_102_1VB75, 12,28.28
hou_2154_102_base, 01,2838.22
hou_2154_102_base, 02,3247.19
hou_2154_102_base, 03,818.21
hou_2154_102_base, 04,833.02
hou_2154_102_base, 05,712.95
hou_2154_102_base, 06,733.41
hou_2154_102_base, 07,830.54
hou_2154_102_base, 08,785.45
hou_2154_102_base, 09,881.04
hou_2154_102_base, 10,3207.65
hou_2154_102_base, 11,3367.72
hou_2154_102_base, 12,2438.97
hou_2154_102_cellularHT, 01,570.85
hou_2154_102_cellularHT, 02,599.49
hou_2154_102_cellularHT, 03,708.46
hou_2154_102_cellularHT, 04,645.94
hou_2154_102_cellularHT, 05,563.19
hou_2154_102_cellularHT, 06,531.62
hou_2154_102_cellularHT, 07,584.39
hou_2154_102_cellularHT, 08,666.49
hou_2154_102_cellularHT, 09,795.32
hou_2154_102_cellularHT, 10,788.5
hou_2154_102_cellularHT, 11,663.56
hou_2154_102_cellularHT, 12,566.37
hou_2154_102_cellularLT, 01,239.98
hou_2154_102_cellularLT, 02,252.92
hou_2154_102_cellularLT, 03,299.44
hou_2154_102_cellularLT, 04,273.67
hou_2154_102_cellularLT, 05,240.76
hou_2154_102_cellularLT, 06,227.15
hou_2154_102_cellularLT, 07,249.76
hou_2154_102_cellularLT, 08,283.77
hou_2154_102_cellularLT, 09,336.18
hou_2154_102_cellularLT, 10,332.93
hou_2154_102_cellularLT, 11,279.02
hou_2154_102_cellularLT, 12,238.59
hou_2154_BBG-VB-15_102, 01,1086.83
hou_2154_BBG-VB-15_102, 02,711.92
hou_2154_BBG-VB-15_102, 03,514.91
hou_2154_BBG-VB-15_102, 04,512.67
hou_2154_BBG-VB-15_102, 05,426.1
hou_2154_BBG-VB-15_102, 06,440.68
hou_2154_BBG-VB-15_102, 07,489.27
hou_2154_BBG-VB-15_102, 08,492.19
hou_2154_BBG-VB-15_102, 09,581.48
hou_2154_BBG-VB-15_102, 10,627.37
hou_2154_BBG-VB-15_102, 11,925.81
hou_2154_BBG-VB-15_102, 12,1030.69
hou_2154_BBG-VB-30_102, 01,1976.19
hou_2154_BBG-VB-30_102, 02,1761.71
hou_2154_BBG-VB-30_102, 03,662.36
hou_2154_BBG-VB-30_102, 04,681.24
hou_2154_BBG-VB-30_102, 05,566.73
hou_2154_BBG-VB-30_102, 06,569.96
hou_2154_BBG-VB-30_102, 07,640.85
hou_2154_BBG-VB-30_102, 08,647.53
hou_2154_BBG-VB-30_102, 09,750.17
hou_2154_BBG-VB-30_102, 10,1572.36
hou_2154_BBG-VB-30_102, 11,2030.13
hou_2154_BBG-VB-30_102, 12,1752.68
hou_2154_BBG-VB-45_102, 01,2102.22
hou_2154_BBG-VB-45_102, 02,2465.0
hou_2154_BBG-VB-45_102, 03,631.01
hou_2154_BBG-VB-45_102, 04,698.47
hou_2154_BBG-VB-45_102, 05,605.1
hou_2154_BBG-VB-45_102, 06,591.24
hou_2154_BBG-VB-45_102, 07,667.56
hou_2154_BBG-VB-45_102, 08,679.41
hou_2154_BBG-VB-45_102, 09,741.53
hou_2154_BBG-VB-45_102, 10,2407.4
hou_2154_BBG-VB-45_102, 11,2564.06
hou_2154_BBG-VB-45_102, 12,1778.44
hou_2154_BBG-VB-60_102, 01,1200.35
hou_2154_BBG-VB-60_102, 02,1654.66
hou_2154_BBG-VB-60_102, 03,373.52
hou_2154_BBG-VB-60_102, 04,434.5
hou_2154_BBG-VB-60_102, 05,533.29
hou_2154_BBG-VB-60_102, 06,494.75
hou_2154_BBG-VB-60_102, 07,551.54
hou_2154_BBG-VB-60_102, 08,506.2
hou_2154_BBG-VB-60_102, 09,431.93
hou_2154_BBG-VB-60_102, 10,1754.37
hou_2154_BBG-VB-60_102, 11,1614.91
hou_2154_BBG-VB-60_102, 12,1004.7
hou_2154_BBG-VB-75_102, 01,204.62
hou_2154_BBG-VB-75_102, 02,395.68
hou_2154_BBG-VB-75_102, 03,172.7
hou_2154_BBG-VB-75_102, 04,114.42
hou_2154_BBG-VB-75_102, 05,87.83
hou_2154_BBG-VB-75_102, 06,86.34
hou_2154_BBG-VB-75_102, 07,97.91
hou_2154_BBG-VB-75_102, 08,105.19
hou_2154_BBG-VB-75_102, 09,151.54
hou_2154_BBG-VB-75_102, 10,499.05
hou_2154_BBG-VB-75_102, 11,342.53
hou_2154_BBG-VB-75_102, 12,170.2
hou_2154_BBG-VB0_102, 01,370.76
hou_2154_BBG-VB0_102, 02,364.13
hou_2154_BBG-VB0_102, 03,367.13
hou_2154_BBG-VB0_102, 04,342.45
hou_2154_BBG-VB0_102, 05,282.42
hou_2154_BBG-VB0_102, 06,296.24
hou_2154_BBG-VB0_102, 07,325.64
hou_2154_BBG-VB0_102, 08,332.07
hou_2154_BBG-VB0_102, 09,403.81
hou_2154_BBG-VB0_102, 10,424.51
hou_2154_BBG-VB0_102, 11,393.68
hou_2154_BBG-VB0_102, 12,366.02
hou_2154_BBG-VB15_102, 01,251.92
hou_2154_BBG-VB15_102, 02,254.93
hou_2154_BBG-VB15_102, 03,261.89
hou_2154_BBG-VB15_102, 04,229.66
hou_2154_BBG-VB15_102, 05,185.68
hou_2154_BBG-VB15_102, 06,194.15
hou_2154_BBG-VB15_102, 07,212.81
hou_2154_BBG-VB15_102, 08,221.38
hou_2154_BBG-VB15_102, 09,279.05
hou_2154_BBG-VB15_102, 10,310.2
hou_2154_BBG-VB15_102, 11,286.4
hou_2154_BBG-VB15_102, 12,251.01
hou_2154_BBG-VB30_102, 01,165.52
hou_2154_BBG-VB30_102, 02,162.88
hou_2154_BBG-VB30_102, 03,167.39
hou_2154_BBG-VB30_102, 04,137.86
hou_2154_BBG-VB30_102, 05,108.14
hou_2154_BBG-VB30_102, 06,111.97
hou_2154_BBG-VB30_102, 07,122.56
hou_2154_BBG-VB30_102, 08,131.13
hou_2154_BBG-VB30_102, 09,172.73
hou_2154_BBG-VB30_102, 10,202.63
hou_2154_BBG-VB30_102, 11,188.63
hou_2154_BBG-VB30_102, 12,166.69
hou_2154_BBG-VB45_102, 01,96.56
hou_2154_BBG-VB45_102, 02,93.5
hou_2154_BBG-VB45_102, 03,95.38
hou_2154_BBG-VB45_102, 04,75.54
hou_2154_BBG-VB45_102, 05,58.04
hou_2154_BBG-VB45_102, 06,59.5
hou_2154_BBG-VB45_102, 07,65.13
hou_2154_BBG-VB45_102, 08,70.82
hou_2154_BBG-VB45_102, 09,96.14
hou_2154_BBG-VB45_102, 10,117.72
hou_2154_BBG-VB45_102, 11,110.79
hou_2154_BBG-VB45_102, 12,98.5
hou_2154_BBG-VB60_102, 01,52.23
hou_2154_BBG-VB60_102, 02,50.43
hou_2154_BBG-VB60_102, 03,51.0
hou_2154_BBG-VB60_102, 04,40.26
hou_2154_BBG-VB60_102, 05,31.21
hou_2154_BBG-VB60_102, 06,32.33
hou_2154_BBG-VB60_102, 07,35.2
hou_2154_BBG-VB60_102, 08,37.93
hou_2154_BBG-VB60_102, 09,51.25
hou_2154_BBG-VB60_102, 10,63.71
hou_2154_BBG-VB60_102, 11,60.27
hou_2154_BBG-VB60_102, 12,53.47
hou_2154_BBG-VB75_102, 01,22.11
hou_2154_BBG-VB75_102, 02,21.49
hou_2154_BBG-VB75_102, 03,22.34
hou_2154_BBG-VB75_102, 04,17.36
hou_2154_BBG-VB75_102, 05,12.94
hou_2154_BBG-VB75_102, 06,13.52
hou_2154_BBG-VB75_102, 07,14.63
hou_2154_BBG-VB75_102, 08,16.09
hou_2154_BBG-VB75_102, 09,22.41
hou_2154_BBG-VB75_102, 10,27.47
hou_2154_BBG-VB75_102, 11,25.46
hou_2154_BBG-VB75_102, 12,22.51
